section,file,part,staff,notes,mean pitch,mean fret,max fret,range (midi),outcome
chorales,BWV_0756.gp5,Guitar I,Guitar II,73,62.1,2.1,8,50-72,left as it is - already sits well
chorales,BWV_0756.gp5,Guitar II,Guitar I,60,65.3,3.0,8,54-72,left as it is - already sits well
chorales,BWV_0756.gp5,Guitar III,Guitar III,55,57.4,2.4,10,43-74,left as it is - already sits well
chorales,BWV_0756.gp5,Guitar IV,Guitar IV,20,57.1,1.1,4,50-66,left as it is - already sits well
chorales,BWV_0756.gp5,Bass,Bass,18,46.4,3.4,7,43-50,left as it is - already sits well
chorales,BWV_0757.gp5,Guitar I,Guitar II,242,63.3,2.4,7,50-71,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0757.gp5,Guitar II,Guitar I,286,71.3,7.9,19,57-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0757.gp5,Bass,Bass,96,44.2,2.4,7,38-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0758.gp5,Guitar I,Guitar III,528,60.5,3.0,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0758.gp5,Guitar II,Guitar I,539,62.2,4.4,19,41-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0758.gp5,Guitar III,Guitar II,234,60.6,2.3,8,40-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0758.gp5,Bass,Bass,127,46.7,4.5,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0759.gp5,Guitar I,Guitar I,192,70.8,7.5,20,64-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0759.gp5,Guitar II,Guitar II,461,65.0,2.8,10,55-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0759.gp5,Bass,Bass,191,48.6,7.3,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0760.gp5,Guitar I,Guitar I,191,68.7,5.2,13,57-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0760.gp5,Guitar II,Guitar II,102,61.7,4.4,17,45-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0760.gp5,Guitar III,Guitar III,50,57.8,1.4,10,41-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0760.gp5,Bass,Bass,266,43.2,3.3,12,31-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0761.gp5,Guitar I,Guitar I,422,67.8,6.8,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0761.gp5,Guitar II,Guitar III,370,62.3,3.5,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0761.gp5,Guitar III,Guitar II,255,64.0,5.3,18,41-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0761.gp5,Guitar IV,Guitar IV,107,61.9,3.9,22,41-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0761.gp5,Bass,Bass,64,45.6,4.4,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0762.gp5,Guitar I,Guitar II,222,62.4,2.8,10,49-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0762.gp5,Guitar II,Guitar III,192,61.7,2.0,8,52-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0762.gp5,Guitar III,Guitar I,165,68.5,5.0,15,60-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0762.gp5,Bass,Bass,155,38.1,1.5,5,28-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0763.gp5,Guitar I,Guitar II,76,55.7,1.7,4,50-62,left as it is - already sits well
chorales,BWV_0763.gp5,Guitar II,Guitar I,82,67.5,4.3,10,62-74,left as it is - already sits well
chorales,BWV_0763.gp5,Bass,Bass,120,37.3,1.6,4,30-45,left as it is - already sits well
chorales,BWV_0764.gp5,Guitar I,Guitar II,137,64.9,4.4,12,50-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0764.gp5,Guitar II,Guitar III,142,61.7,2.0,10,52-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0764.gp5,Guitar III,Guitar I,59,66.5,5.6,15,53-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0764.gp5,Bass,Bass,110,37.5,1.8,7,28-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0765.gp5,Guitar I,Guitar I,205,63.2,2.1,7,45-71,left as it is - already sits well
chorales,BWV_0765.gp5,Guitar II,Guitar III,119,60.4,2.7,10,43-74,left as it is - already sits well
chorales,BWV_0765.gp5,Guitar III,Guitar IV,141,52.8,1.3,4,41-62,left as it is - already sits well
chorales,BWV_0765.gp5,Guitar IV,Guitar II,20,60.7,1.4,3,57-67,left as it is - already sits well
chorales,BWV_0765.gp5,Bass,Bass,322,40.9,3.0,12,28-55,left as it is - already sits well
chorales,BWV_0766.gp5,Guitar I,Guitar I,951,63.3,4.6,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0766.gp5,Guitar II,Guitar II,567,61.3,4.6,18,40-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0766.gp5,Guitar III,Guitar III,771,60.1,4.1,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0766.gp5,Guitar IV,Guitar IV,809,60.1,3.7,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0766.gp5,Bass,Bass,67,46.4,4.7,12,39-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0767.gp5,Guitar I,Guitar II,1579,65.5,5.8,21,40-84,left as it is - it would need a wider stretch than the original
chorales,BWV_0767.gp5,Guitar II,Guitar III,1474,63.9,4.9,22,41-86,left as it is - it would need a wider stretch than the original
chorales,BWV_0767.gp5,Guitar III,Guitar I,1265,65.9,6.6,22,41-86,left as it is - it would need a wider stretch than the original
chorales,BWV_0767.gp5,Guitar IV,Guitar IV,736,62.6,5.3,22,41-86,left as it is - it would need a wider stretch than the original
chorales,BWV_0767.gp5,Bass,Bass,249,43.1,4.5,12,29-55,left as it is - it would need a wider stretch than the original
chorales,BWV_0768.gp5,Guitar I,Guitar I,1781,66.8,5.3,22,43-86,whole piece -1 semitones
chorales,BWV_0768.gp5,Guitar II,Guitar II,1699,63.4,4.9,20,41-84,whole piece -1 semitones
chorales,BWV_0768.gp5,Guitar III,Guitar III,1235,61.4,4.2,20,41-84,whole piece -1 semitones
chorales,BWV_0768.gp5,Guitar IV,Guitar IV,1933,59.6,3.4,18,41-82,whole piece -1 semitones
chorales,BWV_0768.gp5,Bass,Bass,551,41.4,2.7,12,28-55,"whole piece -1 semitones, drop D"
chorales,BWV_0769.gp5,Guitar I,Guitar I,1590,67.3,5.3,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769.gp5,Guitar II,Guitar IV,1249,61.9,3.2,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769.gp5,Guitar III,Guitar II,987,63.5,4.1,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769.gp5,Guitar IV,Guitar III,474,62.4,4.2,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769.gp5,Bass,Bass,614,40.3,2.0,8,28-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769a.gp5,Guitar I,Guitar II,1449,64.5,4.1,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769a.gp5,Guitar II,Guitar IV,1235,62.7,3.8,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769a.gp5,Guitar III,Guitar III,1021,63.8,4.1,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769a.gp5,Guitar IV,Guitar I,525,65.1,4.8,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0769a.gp5,Bass,Bass,611,40.1,2.0,8,28-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0770.gp5,Guitar I,Guitar I,1399,64.5,4.6,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0770.gp5,Guitar II,Guitar II,1216,62.2,4.9,22,40-86,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0770.gp5,Guitar III,Guitar III,1022,60.5,4.1,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0770.gp5,Guitar IV,Guitar IV,890,59.5,3.6,21,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0770.gp5,Bass,Bass,397,43.5,3.9,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0771.gp5,Guitar I,Guitar I,2875,66.7,5.0,19,43-83,whole piece -2 semitones
chorales,BWV_0771.gp5,Guitar II,Guitar III,2143,62.4,4.6,22,40-86,"whole piece -2 semitones, drop D"
chorales,BWV_0771.gp5,Guitar III,Guitar IV,2714,59.2,2.6,17,40-81,"whole piece -2 semitones, drop D"
chorales,BWV_0771.gp5,Guitar IV,Guitar II,1181,63.2,4.6,22,40-86,"whole piece -2 semitones, drop D"
chorales,BWV_0771.gp5,Bass,Bass,341,44.7,2.8,9,38-52,whole piece -2 semitones
chorales,BWV_Anh_075.gp5,Guitar,Guitar,56,70.6,7.5,12,66-76,left as it is - already sits well
chorales,BWV_Anh_075.gp5,Bass,Bass,103,37.5,1.8,4,28-45,left as it is - already sits well
chorales,BWV_Anh_076.gp5,Guitar,Guitar,84,64.3,2.4,8,50-72,left as it is - already sits well
chorales,BWV_Anh_076.gp5,Bass,Bass,59,47.7,5.8,12,40-55,left as it is - already sits well
fugues,BWV_0131a.gp5,Guitar I,Guitar I,276,66.5,5.0,13,50-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0131a.gp5,Guitar II,Guitar II,132,66.0,5.1,13,50-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0131a.gp5,Guitar III,Guitar III,194,62.9,2.8,10,50-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0131a.gp5,Guitar IV,Guitar IV,301,62.2,4.0,18,48-82,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0131a.gp5,Bass,Bass,205,39.1,1.6,8,31-50,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0553-1.gp5,Guitar I,Guitar III,410,63.2,3.2,15,43-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0553-1.gp5,Guitar II,Guitar I,374,65.2,4.6,18,50-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0553-1.gp5,Guitar III,Guitar II,405,65.2,4.7,15,47-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0553-1.gp5,Guitar IV,Guitar IV,287,62.7,3.3,12,52-76,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0553-1.gp5,Bass,Bass,227,39.8,1.8,5,31-48,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0553-2.gp5,Guitar I,Guitar I,194,70.0,6.4,12,60-76,left as it is - already sits well
fugues,BWV_0553-2.gp5,Guitar II,Guitar IV,154,61.8,1.8,5,50-69,left as it is - already sits well
fugues,BWV_0553-2.gp5,Guitar III,Guitar III,135,65.9,3.8,12,52-76,left as it is - already sits well
fugues,BWV_0553-2.gp5,Guitar IV,Guitar II,29,66.9,3.6,10,60-74,left as it is - already sits well
fugues,BWV_0553-2.gp5,Bass,Bass,79,39.3,1.7,3,31-45,left as it is - already sits well
fugues,BWV_0554.gp5,Guitar I,Guitar I,351,67.1,3.9,15,50-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0554.gp5,Guitar II,Guitar II,342,64.0,3.7,13,52-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0554.gp5,Guitar III,Guitar IV,303,59.1,2.7,13,41-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0554.gp5,Guitar IV,Guitar III,202,59.9,2.8,12,48-76,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0554.gp5,Bass,Bass,161,42.6,3.6,12,29-55,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-1.gp5,Guitar I,Guitar I,104,66.9,5.1,14,54-78,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-1.gp5,Guitar II,Guitar II,100,65.9,3.6,12,54-76,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-1.gp5,Guitar III,Guitar III,95,59.5,3.0,15,52-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-1.gp5,Guitar IV,Guitar IV,55,59.2,2.1,12,50-76,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-1.gp5,Bass,Bass,77,36.5,1.7,4,28-47,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-2.gp5,Guitar I,Guitar II,241,68.0,4.9,17,59-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-2.gp5,Guitar II,Guitar I,192,69.9,7.2,21,50-85,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-2.gp5,Guitar III,Guitar III,161,64.7,4.4,17,52-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0555-2.gp5,Bass,Bass,78,39.7,2.1,4,28-47,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-1.gp5,Guitar I,Guitar II,225,68.7,5.1,15,52-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-1.gp5,Guitar II,Guitar III,209,66.2,5.9,15,45-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-1.gp5,Guitar III,Guitar I,167,69.3,7.3,15,48-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-1.gp5,Guitar IV,Guitar IV,131,60.1,3.1,11,45-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-1.gp5,Bass,Bass,40,46.0,4.8,10,41-52,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-2.gp5,Guitar I,Guitar III,168,61.7,2.5,10,48-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-2.gp5,Guitar II,Guitar I,147,68.3,6.2,15,52-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-2.gp5,Guitar III,Guitar II,137,64.4,3.6,8,53-72,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-2.gp5,Guitar IV,Guitar IV,44,61.6,1.8,8,53-72,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0556-2.gp5,Bass,Bass,115,39.8,1.8,5,29-48,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-1.gp5,Guitar I,Guitar I,123,65.8,4.6,15,47-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-1.gp5,Guitar II,Guitar II,120,64.6,3.7,15,48-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-1.gp5,Guitar III,Guitar III,119,62.1,2.4,10,40-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-1.gp5,Guitar IV,Guitar IV,80,60.0,2.7,10,48-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-1.gp5,Bass,Bass,96,42.1,3.3,12,30-55,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-2.gp5,Guitar I,Guitar IV,166,60.8,3.3,14,43-78,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-2.gp5,Guitar II,Guitar III,156,61.4,2.8,10,48-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-2.gp5,Guitar III,Guitar I,128,65.5,4.1,15,45-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-2.gp5,Guitar IV,Guitar II,48,63.9,2.1,10,47-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0557-2.gp5,Bass,Bass,48,49.1,6.8,12,43-55,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-1.gp5,Guitar I,Guitar I,220,68.6,7.3,19,43-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-1.gp5,Guitar II,Guitar II,121,67.0,6.7,15,50-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-1.gp5,Guitar III,Guitar IV,132,60.8,3.2,11,46-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-1.gp5,Guitar IV,Guitar III,66,65.8,6.2,12,50-75,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-1.gp5,Bass,Bass,55,46.6,5.3,10,38-53,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-2.gp5,Guitar I,Guitar I,219,68.9,6.3,13,53-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-2.gp5,Guitar II,Guitar II,197,62.4,2.9,15,41-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-2.gp5,Guitar III,Guitar III,186,61.8,3.0,10,43-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-2.gp5,Guitar IV,Guitar IV,55,60.2,2.5,5,48-69,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0558-2.gp5,Bass,Bass,79,39.2,1.4,4,31-46,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-1.gp5,Guitar I,Guitar II,179,64.6,2.7,13,57-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-1.gp5,Guitar II,Guitar I,113,64.8,4.1,13,47-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-1.gp5,Guitar III,Guitar III,144,64.1,3.7,12,40-76,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-1.gp5,Guitar IV,Guitar IV,58,61.3,2.1,8,48-72,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-1.gp5,Bass,Bass,62,37.0,1.6,4,29-45,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-2.gp5,Guitar I,Guitar I,176,68.0,5.9,17,54-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-2.gp5,Guitar II,Guitar II,32,66.9,4.9,15,57-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-2.gp5,Guitar III,Guitar III,139,66.1,4.5,12,52-76,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-2.gp5,Guitar IV,Guitar IV,184,63.9,4.0,12,47-76,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0559-2.gp5,Bass,Bass,45,49.2,7.3,10,45-53,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0561-1.gp5,Guitar I,Guitar IV,461,65.3,4.4,20,40-84,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0561-1.gp5,Guitar II,Guitar III,411,66.1,5.3,19,45-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0561-1.gp5,Guitar III,Guitar I,280,66.6,4.6,17,52-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0561-1.gp5,Guitar IV,Guitar II,135,66.4,5.5,12,47-76,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0561-1.gp5,Bass,Bass,51,39.1,3.1,7,28-50,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0561-2.gp5,Guitar I,Guitar I,854,69.7,7.6,21,45-84,whole piece -3 semitones
fugues,BWV_0561-2.gp5,Guitar II,Guitar II,740,67.9,7.0,21,43-84,whole piece -3 semitones
fugues,BWV_0561-2.gp5,Guitar III,Guitar III,551,63.7,3.5,13,47-76,whole piece -3 semitones
fugues,BWV_0561-2.gp5,Guitar IV,Guitar IV,182,59.9,2.5,12,45-76,whole piece -3 semitones
fugues,BWV_0561-2.gp5,Bass,Bass,122,47.0,5.5,12,38-55,whole piece -3 semitones
fugues,BWV_0562-1.gp5,Guitar I,Guitar I,411,68.9,6.9,17,44-81,whole piece -1 semitones
fugues,BWV_0562-1.gp5,Guitar II,Guitar II,312,64.7,4.9,16,48-80,whole piece -1 semitones
fugues,BWV_0562-1.gp5,Guitar III,Guitar IV,215,61.0,3.9,16,44-80,whole piece -1 semitones
fugues,BWV_0562-1.gp5,Guitar IV,Guitar III,199,64.5,5.0,16,48-80,whole piece -1 semitones
fugues,BWV_0562-1.gp5,Bass,Bass,169,44.8,4.5,12,36-55,whole piece -1 semitones
fugues,BWV_0562-2.gp5,Guitar I,Guitar II,146,65.7,4.9,18,50-82,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0562-2.gp5,Guitar II,Guitar III,161,62.1,3.5,13,47-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0562-2.gp5,Guitar III,Guitar I,121,67.3,5.9,15,51-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0562-2.gp5,Guitar IV,Guitar IV,97,58.4,2.9,17,46-80,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0562-2.gp5,Bass,Bass,71,47.1,6.3,12,36-55,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0563-1.gp5,Guitar I,Guitar I,147,70.1,7.4,17,57-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0563-1.gp5,Guitar II,Guitar II,146,66.0,4.8,19,47-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0563-1.gp5,Guitar III,Guitar III,90,64.0,4.0,15,50-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0563-1.gp5,Bass,Bass,57,41.2,2.8,6,28-49,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0563-2.gp5,Guitar I,Guitar II,253,67.0,5.7,17,50-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0563-2.gp5,Guitar II,Guitar III,258,66.8,5.2,17,52-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0563-2.gp5,Guitar III,Guitar I,182,69.4,6.9,17,51-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0563-2.gp5,Bass,Bass,156,41.2,2.5,9,28-52,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0564-1.gp5,Guitar I,Guitar I,826,68.1,6.8,22,43-86,left as it is - it would need a wider stretch than the original
fugues,BWV_0564-1.gp5,Guitar II,Guitar IV,643,65.8,4.5,20,40-83,left as it is - it would need a wider stretch than the original
fugues,BWV_0564-1.gp5,Guitar III,Guitar II,585,67.2,6.5,22,40-86,left as it is - it would need a wider stretch than the original
fugues,BWV_0564-1.gp5,Guitar IV,Guitar III,383,67.1,6.2,20,48-83,left as it is - it would need a wider stretch than the original
fugues,BWV_0564-1.gp5,Bass,Bass,723,39.4,2.1,12,28-55,left as it is - it would need a wider stretch than the original
fugues,BWV_0564-2.gp5,Guitar I,Guitar I,794,70.1,7.7,20,48-84,whole piece -2 semitones
fugues,BWV_0564-2.gp5,Guitar II,Guitar II,751,68.8,6.9,20,41-84,"whole piece -2 semitones, drop D"
fugues,BWV_0564-2.gp5,Guitar III,Guitar IV,562,66.0,5.3,19,42-83,whole piece -2 semitones
fugues,BWV_0564-2.gp5,Guitar IV,Guitar III,333,66.1,4.1,17,50-81,whole piece -2 semitones
fugues,BWV_0564-2.gp5,Bass,Bass,399,41.4,2.5,8,30-50,whole piece -2 semitones
fugues,BWV_0565.gp5,Guitar I,Guitar I,1333,67.3,6.2,20,40-84,"whole piece -2 semitones, drop D"
fugues,BWV_0565.gp5,Guitar II,Guitar II,1225,66.8,5.2,18,43-82,whole piece -2 semitones
fugues,BWV_0565.gp5,Guitar III,Guitar III,801,63.6,4.6,18,43-82,whole piece -2 semitones
fugues,BWV_0565.gp5,Guitar IV,Guitar IV,428,63.5,4.6,18,40-81,"whole piece -2 semitones, drop D"
fugues,BWV_0565.gp5,Bass,Bass,351,46.6,5.7,12,29-55,"whole piece -2 semitones, drop D"
fugues,BWV_0566-1.gp5,Guitar I,Guitar I,874,67.3,5.4,19,45-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-1.gp5,Guitar II,Guitar III,957,64.5,5.7,19,40-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-1.gp5,Guitar III,Guitar II,699,67.0,6.2,19,40-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-1.gp5,Guitar IV,Guitar IV,585,61.7,5.0,19,40-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-1.gp5,Bass,Bass,359,42.4,4.0,11,28-54,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-2.gp5,Guitar I,Guitar I,395,67.3,6.1,19,40-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-2.gp5,Guitar II,Guitar III,376,65.1,5.1,19,45-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-2.gp5,Guitar III,Guitar IV,244,56.9,3.5,14,40-78,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-2.gp5,Guitar IV,Guitar II,249,67.1,7.3,19,44-83,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566-2.gp5,Bass,Bass,89,43.7,4.3,11,28-54,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-1.gp5,Guitar I,Guitar I,912,66.2,4.4,15,41-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-1.gp5,Guitar II,Guitar IV,747,61.0,2.8,15,43-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-1.gp5,Guitar III,Guitar II,714,62.5,3.4,15,45-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-1.gp5,Guitar IV,Guitar III,526,62.1,4.1,15,43-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-1.gp5,Bass,Bass,557,43.2,3.9,12,28-55,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-2.gp5,Guitar I,Guitar I,407,65.0,4.3,15,41-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-2.gp5,Guitar II,Guitar III,353,60.5,2.7,13,43-77,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-2.gp5,Guitar III,Guitar II,274,63.8,4.9,15,45-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-2.gp5,Guitar IV,Guitar IV,143,60.0,2.9,10,44-74,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0566a-2.gp5,Bass,Bass,197,45.7,4.9,12,36-55,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0574.gp5,Guitar I,Guitar I,858,68.1,6.1,20,43-84,whole piece -1 semitones
fugues,BWV_0574.gp5,Guitar II,Guitar II,774,64.2,4.2,18,43-82,whole piece -1 semitones
fugues,BWV_0574.gp5,Guitar III,Guitar IV,693,64.0,4.7,18,46-82,whole piece -1 semitones
fugues,BWV_0574.gp5,Guitar IV,Guitar III,373,64.2,4.3,17,48-81,whole piece -1 semitones
fugues,BWV_0574.gp5,Bass,Bass,374,42.8,3.9,12,29-55,whole piece -1 semitones
fugues,BWV_0574a.gp5,Guitar I,Guitar I,782,67.1,6.1,18,43-82,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0574a.gp5,Guitar II,Guitar IV,683,63.5,3.9,18,43-82,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0574a.gp5,Guitar III,Guitar III,499,64.1,4.1,17,48-81,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0574a.gp5,Guitar IV,Guitar II,193,64.2,3.6,15,48-79,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0574a.gp5,Bass,Bass,335,42.3,3.6,12,28-55,left as it is - nothing lower fits without falling off the neck
fugues,BWV_0574b.gp5,Guitar I,Guitar I,802,67.9,5.8,20,43-84,whole piece -1 semitones
fugues,BWV_0574b.gp5,Guitar II,Guitar III,845,64.4,4.9,18,43-82,whole piece -1 semitones
fugues,BWV_0574b.gp5,Guitar III,Guitar II,622,64.6,4.6,15,46-79,whole piece -1 semitones
fugues,BWV_0574b.gp5,Guitar IV,Guitar IV,372,63.7,4.1,17,46-81,whole piece -1 semitones
fugues,BWV_0574b.gp5,Bass,Bass,372,42.9,3.9,12,29-55,whole piece -1 semitones
fugues,BWV_0575.gp5,Guitar I,Guitar I,676,68.0,7.2,21,43-84,whole piece -3 semitones
